feature,pass_n,fail_n,pass_mean,fail_mean,mean_diff,standardized_mean_diff,mannwhitney_u,p_value,abs_standardized_mean_diff
feature_26,1462,103,1.9425754445964432,1.8803,-0.062275444596443075,-0.22942641246691267,75633.5,0.9388639129561653,0.22942641246691267
feature_33,1462,104,8.931261764705882,9.3681875,0.4369257352941176,0.22640677587251234,92836.0,0.00016136083495336387,0.22640677587251234
feature_468,1456,104,227.59087953296702,176.3233951923077,-51.26748434065934,-0.22405915376423163,64562.5,0.011840362103969224,0.22405915376423163
feature_319,1462,104,7.885228522571818,8.349119230769231,0.46389070819741285,0.22135211503103688,86627.0,0.017339146618020992,0.22135211503103688
feature_542,1461,104,0.11124565366187543,0.11068557692307694,-0.0005600767387984873,-0.21995231328344045,68099.0,0.060135328289601726,0.21995231328344045
feature_76,1439,104,-0.02889339819318971,-0.036268269230769236,-0.007374871037579524,-0.21768568902214794,65463.0,0.03283849123845793,0.21768568902214794
feature_545,1461,104,7.627522861054072,7.3849519230769225,-0.2425709379771499,-0.2164167070958239,69360.0,0.11542099613156659,0.2164167070958239
feature_31,1462,103,3.6801824213406293,3.5739291262135926,-0.10625329512703674,-0.21457248449052432,74644.5,0.8837820482368821,0.21457248449052432
feature_126,1454,104,2.746995873452545,2.802913461538462,0.05591758808591685,0.21448200402819895,85033.5,0.03346499683355657,0.21448200402819895
feature_281,1461,104,0.015164613278576317,0.014102884615384614,-0.0010617286631917026,-0.21358995909195866,66720.5,0.03774640508341815,0.21358995909195866
feature_511,1461,104,271.14984818617387,343.82616923076927,72.6763210445954,0.21329120167078114,84983.0,0.028750711887393643,0.21329120167078114
feature_547,1221,86,403.4817182637183,404.4659069767442,0.984188713025901,0.21123954153852645,57210.0,0.16389334592443716,0.21123954153852645
feature_145,1461,104,0.06393230663928816,0.05925384615384615,-0.004678460485442008,-0.2078685281624539,70658.0,0.23276769312536483,0.2078685281624539
feature_70,1457,104,619.2342210706933,617.2449288461539,-1.9892922245393265,-0.2057565732348109,68002.0,0.08052822614975857,0.2057565732348109
feature_112,781,71,0.4569235595390525,0.46429295774647894,0.007369398207426436,0.20247826956048726,32899.0,0.009170209067836962,0.20247826956048726
feature_143,1454,104,0.00418445667125172,0.003959615384615384,-0.00022484128663633526,-0.1973476564718375,68127.5,0.09129006797918031,0.1973476564718375
feature_40,1439,104,68.23984155663655,63.27060576923077,-4.969235787405779,-0.1968287051070608,61202.5,0.0019027763649620514,0.1968287051070608
feature_146,1461,104,0.05526351813826146,0.05144903846153846,-0.0038144796767229996,-0.19488382787320133,68798.0,0.10718737627226577,0.19488382787320133
feature_65,1456,104,27.027495535714284,28.592296153846153,1.5648006181318692,0.1932580138487901,81808.5,0.1695889908374082,0.1932580138487901
feature_562,1214,80,262.8255634266886,261.2747,-1.5508634266885792,-0.19281619141619832,43753.0,0.1319605336200197,0.19281619141619832
feature_569,1214,80,20.981064250411865,23.1907275,2.209663249588136,0.19219358403351655,52385.0,0.23066610586525216,0.19219358403351655
feature_205,1457,104,8.88474262182567,11.367019230769232,2.482276608943563,0.19122998410699088,93836.5,4.717189402092541e-05,0.19122998410699088
feature_365,1461,104,0.005159479808350445,0.005747115384615384,0.000587635576264939,0.19040055643967604,86436.5,0.018749560924517603,0.19040055643967604
feature_188,1462,104,42.93837346101231,47.049798076923075,4.111424615910764,0.18892285619186377,84795.5,0.04902123521621223,0.18892285619186377
feature_416,1454,104,3.4160290921595595,3.2410451923076926,-0.1749838998518669,-0.18878442724478411,68019.5,0.08690057149851117,0.18878442724478411
feature_423,1460,104,77.24380842465753,83.5093951923077,6.265586767650163,0.18778455923511128,83546.0,0.08660277424696433,0.18778455923511128
feature_484,1439,104,217.79632022237666,180.59559615384615,-37.20072406853052,-0.1862908984487927,68172.0,0.1288159263584143,0.1862908984487927
feature_181,1462,104,0.5493632010943912,0.5103173076923078,-0.03904589340208342,-0.18584320749036778,68245.0,0.08086800254826074,0.18584320749036778
feature_411,1449,104,2.6091006211180123,2.713416346153846,0.10431572503583375,0.1854196719915889,80828.0,0.21483182853254745,0.1854196719915889
feature_138,1449,104,57.44575458937197,59.79421923076923,2.348464641397257,0.18377768567553743,80139.5,0.2781217909250491,0.18377768567553743
feature_200,1456,104,17.459471153846152,19.570288461538464,2.1108173076923116,0.18229519258458715,87542.5,0.007687641485583488,0.18229519258458715
feature_114,1463,104,9.200273410799727e-05,0.0005519230769230768,0.00045992034281507955,0.18124851308102294,77304.0,0.17673210914130733,0.18124851308102294
feature_488,1439,104,355.759291104934,309.1308076923077,-46.62848341262628,-0.18117020545106324,66694.0,0.06337415415007971,0.18117020545106324
feature_433,1462,103,202.657510875513,246.1401019417476,43.48259106623459,0.1808817774963164,81534.0,0.15885279993200463,0.1808817774963164
feature_175,1462,104,0.776713269493844,0.7967451923076924,0.020031922813848357,0.17996213581040943,84921.0,0.04587009353253834,0.17996213581040943
feature_437,1462,103,3.9868538987688096,4.441639805825242,0.45478590705643285,0.1797958478786657,79095.0,0.391143161839268,0.1797958478786657
feature_249,1463,104,0.0007857826384142174,0.004996153846153846,0.0042103712077396285,0.1796243505152211,77304.0,0.17673213351720718,0.1796243505152211
feature_387,1463,104,0.00025105946684894056,0.0015798076923076924,0.0013287482254587517,0.17939963670643097,77304.0,0.17673212539190708,0.17939963670643097
feature_115,1463,104,747.9533277511962,739.3719509615386,-8.581376789657611,-0.17893242241805846,68153.0,0.0755994930729072,0.17893242241805846
feature_582,1462,104,0.5000534883720931,0.5006961538461538,0.0006426654740607773,0.17769563781153042,84594.0,0.05444525900514268,0.17769563781153042
feature_453,1462,104,5.485977154582763,5.109446153846154,-0.37653100073660895,-0.17758731935037628,68560.5,0.09396116957819657,0.17758731935037628
feature_446,1462,104,1.1730511627906979,1.202444230769231,0.029393067978533027,0.17414915738270956,84614.0,0.05389413863844473,0.17414915738270956
feature_417,1461,104,8.237010814510608,7.543214423076924,-0.6937963914336844,-0.1716290588607961,64624.0,0.010824458582632113,0.1716290588607961
feature_78,1439,104,-0.013082835302293254,-0.0213875,-0.008304664697706746,-0.17159737577539788,64861.0,0.023132468687752213,0.17159737577539788
feature_37,1462,104,66.2179221614227,66.26838653846153,0.05046437703882134,0.17151511280621526,85558.5,0.03238246641747737,0.17151511280621526
feature_385,781,71,0.011244942381562099,0.013429577464788732,0.002184635083226633,0.17124172367154045,35130.0,0.00019176536922827818,0.17124172367154045
feature_197,1457,104,19.93495538778312,22.302788461538462,2.3678330737553424,0.17059788450958782,85045.5,0.03663824687614258,0.17059788450958782
feature_341,1457,104,2.683375909402883,3.414610576923077,0.731234667520194,0.16998947008886175,92357.0,0.00018691545877558445,0.16998947008886175
feature_477,1457,104,6.105093548387096,8.398981730769231,2.293888182382135,0.16944205056551617,94143.0,3.5000837767598875e-05,0.16944205056551617
feature_310,1462,104,0.3042941176470588,0.31118557692307697,0.0068914592760181415,0.1686690863885232,83536.0,0.09184157484786779,0.1686690863885232
feature_32,1462,104,85.30929938440491,85.73346442307692,0.42416503867201527,0.16858391195575112,83058.0,0.11445461280966109,0.16858391195575112
feature_469,1457,104,5.617964035689774,6.283320192307693,0.6653561566179187,0.16768797653915363,85391.0,0.030191812755848948,0.16768797653915363
feature_574,1463,104,9.41139090909091,5.658487500000001,-3.7529034090909095,-0.16765493530949263,77632.5,0.7271099102431076,0.16765493530949263
feature_213,1439,104,0.0597189020152884,0.06902499999999999,0.00930609798471159,0.16750450424978877,84094.0,0.03473003170801541,0.16750450424978877
feature_317,1462,104,0.17339555403556772,0.16185480769230767,-0.01154074634326005,-0.16632000322814283,68561.0,0.0939830388216803,0.16632000322814283
feature_567,1214,80,0.0597004942339374,0.0659425,0.006242005766062604,0.1657311058349878,50625.0,0.5176061641319832,0.1657311058349878
feature_38,1462,104,86.83031080711355,86.92465865384614,0.09434784673258889,0.165373762801738,82815.0,0.12752127327819152,0.165373762801738
feature_565,1214,80,0.14465510708401977,0.16009250000000003,0.015437392915980258,0.16533215037120821,50688.0,0.5049097906436892,0.16533215037120821
feature_333,1457,104,6.171586479066574,6.836201923076923,0.6646154440103489,0.1639259708027536,85946.0,0.021874952990258364,0.1639259708027536
feature_471,1457,104,9.476705078929307,11.909639423076923,2.4329343441476166,0.16365594072916967,79717.0,0.3734818000050171,0.16365594072916967
feature_19,1454,103,12.479256052269603,12.506132038834949,0.0268759865653454,0.16309218675499204,76955.5,0.6381058868796854,0.16309218675499204
feature_554,1221,86,0.4934769041769042,0.6481976744186047,0.15472077024170044,0.16179928284774908,54163.5,0.6234282687307127,0.16179928284774908
feature_102,1457,104,0.0018416609471516821,-0.009071153846153847,-0.010912814793305529,-0.16159339217972404,63366.0,0.005245170351186244,0.16159339217972404
feature_214,1439,104,0.08376601806810285,0.07638365384615385,-0.007382364221949003,-0.16101582646713672,72407.0,0.5812211320583613,0.16101582646713672
feature_445,1462,104,0.6456683310533516,0.6670740384615385,0.021405707408186814,0.16098383034823624,82808.0,0.1279142487983457,0.16098383034823624
feature_351,1439,104,0.027299861014593467,0.031519230769230765,0.004219369754637298,0.1606084261659447,84606.5,0.02586107283447684,0.1606084261659447
feature_551,1221,86,1.2075757575757575,1.5591860465116278,0.3516102889358703,0.16014467215911513,53822.0,0.6964790720059645,0.16014467215911513
feature_278,1454,104,0.0011207015130674002,0.0010721153846153845,-4.858612845201572e-05,-0.15890757460708868,70158.0,0.2165753214075501,0.15890757460708868
feature_557,1221,86,1.5912058149058148,2.075467441860465,0.48426162695465,0.15874322017368597,53128.0,0.8534521266198343,0.15874322017368597
feature_324,1462,104,13.262205471956225,14.315735576923077,1.0535301049668515,0.15847205864136749,83165.0,0.10904805837751386,0.15847205864136749
feature_318,1462,104,3.2003329685362525,3.0262288461538462,-0.17410412238240625,-0.1584549955636355,71298.5,0.28896502374192745,0.1584549955636355
feature_227,1461,104,0.019005407255304585,0.020805769230769232,0.0018003619754646469,0.15815935132161463,85595.5,0.03068855209934993,0.15815935132161463
feature_553,1221,86,7.672856592956593,8.144241860465119,0.47138526750852616,0.15807213528518485,54142.5,0.627828189720398,0.15807213528518485
feature_174,1462,104,0.319406292749658,0.3300442307692308,0.010637938019572801,0.1576393467422582,82790.5,0.12889972857271634,0.1576393467422582
feature_172,1462,104,0.31940642954856363,0.3300384615384615,0.010632031989897872,0.1575603871259305,82780.0,0.1294945697688337,0.1575603871259305
feature_68,1457,104,147.49656225120108,146.61122596153845,-0.8853362896626322,-0.15589257640783072,68510.5,0.10244117307347339,0.15589257640783072
feature_443,1462,104,0.6325339945280438,0.6537211538461538,0.021187159318109994,0.15501402773920683,82919.5,0.12176639761224828,0.15501402773920683
feature_550,1221,86,16.94230139230139,18.021511627906975,1.0792102356055864,0.15486076035282614,53232.0,0.8293930321692715,0.15486076035282614
feature_144,1461,104,0.12063559206023272,0.11119326923076923,-0.009442322829463487,-0.15468536958784543,65716.5,0.021280296126601525,0.15468536958784543
feature_66,1457,104,706.7896903912148,704.9710125,-1.8186778912147474,-0.1539210009101907,69803.0,0.17956209179280114,0.1539210009101907
feature_279,1461,104,0.04126440793976728,0.03814134615384615,-0.00312306178592113,-0.1526191613908597,65292.5,0.01647580694813676,0.1526191613908597
feature_454,1462,104,7.910945485636114,7.501317307692309,-0.4096281779438051,-0.1525841413005376,72960.5,0.4918274653088104,0.1525841413005376
feature_30,1462,103,0.18383214774281806,0.18879708737864076,0.004964939635822702,0.152570644352139,81278.5,0.17698264479269943,0.152570644352139
feature_572,1463,104,29.191639644565964,18.01961346153846,-11.172026183027505,-0.15173952561371973,76972.0,0.8408237082778734,0.15173952561371973
feature_349,1439,104,0.02512369701181376,0.02703076923076923,0.001907072218955471,0.15005241536884556,78385.5,0.41759223727395023,0.15005241536884556
feature_128,1454,104,3.1899167812929843,3.2238557692307697,0.03393898793778538,0.1473175022209434,83227.0,0.08563560743813177,0.1473175022209434
feature_211,1439,104,0.0564589298123697,0.06085096153846154,0.004392031726091844,0.14713509173088873,77758.0,0.5043904216583891,0.14713509173088873
feature_556,1221,86,4.199779524979525,4.46003953488372,0.2602600099041945,0.14663568320936118,53155.5,0.8470767820285292,0.14663568320936118
feature_196,1456,104,8.464258241758241,11.827692307692306,3.363434065934065,0.14657790338975932,78732.5,0.49621645997181507,0.14657790338975932
feature_199,1457,104,11.303706245710364,14.731153846153846,3.4274476004434824,0.14638046281355618,78916.5,0.4778742895503497,0.14638046281355618
feature_475,1457,104,4.2315596431022655,4.697063461538462,0.46550381843619615,0.14521944711853232,82887.0,0.10876960578890753,0.14521944711853232
feature_203,1457,104,29.861011393273852,33.04502115384616,3.1840097605723052,0.14521874192819303,82196.0,0.147572857598078,0.14521874192819303
feature_428,1454,103,4.295597386519945,3.1641281553398057,-1.131469231180139,-0.14469325766383367,86834.5,0.006713474192153857,0.14469325766383367
feature_155,1454,103,0.5150729023383769,0.395631067961165,-0.1194418343772119,-0.14438284367471121,86902.0,0.006386528953786713,0.14438284367471121
feature_11,1461,104,0.9644611225188228,0.9628307692307693,-0.0016303532880534988,-0.14406845687334752,67277.5,0.05088683188003372,0.14406845687334752
feature_587,1462,104,0.016391792065663473,0.01764326923076923,0.0012514771651057563,0.143955488638711,85205.5,0.03935011780577671,0.143955488638711
feature_301,1462,103,0.9059264021887824,0.9700388349514564,0.06411243276267398,0.14176212741339808,78200.5,0.5119758019176911,0.14176212741339808
feature_182,1462,104,10.815259917920656,10.2925,-0.5227599179206557,-0.14151955782263478,72646.5,0.44852611631873496,0.14151955782263478
feature_170,1462,104,0.6827922024623804,0.7059528846153846,0.023160682153004264,0.14131547297404212,80396.0,0.3265588344038325,0.14131547297404212
feature_166,1462,103,2.7733242134062928,3.009708737864077,0.23638452445778446,0.14080430370499145,76878.0,0.7205614724559354,0.14080430370499145
feature_336,1456,104,9.656458310439561,10.855379807692307,1.198921497252746,0.14043312058755902,88214.5,0.004848972958275927,0.14043312058755902
feature_377,1461,104,0.0015750855578370976,0.0015096153846153846,-6.5470173221713e-05,-0.13475341872844296,67263.0,0.049893826041089044,0.13475341872844296
feature_99,1457,104,0.0007617707618393961,0.012444230769230765,0.01168246000739137,0.13451720104992432,74181.5,0.7216646213397957,0.13451720104992432
feature_479,1457,104,3.2553563486616333,3.676194230769231,0.42083788210759776,0.13085427126437404,84397.0,0.051925680132949105,0.13085427126437404
feature_9,1461,104,-0.0007152635181382615,-0.002607692307692308,-0.0018924287895540463,-0.13064466307759126,72392.5,0.4215463496957432,0.13064466307759126
feature_10,1461,104,6.228610540725528e-05,0.0013182692307692307,0.0012559831253619754,0.1304748703218665,83682.0,0.08339063989820085,0.1304748703218665
feature_272,1457,103,41.15156609471517,43.371633009708745,2.2200669149935734,0.1303394227042901,81902.0,0.12018990575971394,0.1303394227042901
feature_337,1456,104,2.3031941620879124,2.6675057692307695,0.36431160714285715,0.1298118792516931,77573.5,0.6749874850606596,0.1298118792516931
feature_134,1455,104,39.41640233676976,39.050279807692306,-0.366122529077451,-0.1295080612077102,70221.5,0.22016372675167384,0.1295080612077102
feature_576,1463,104,5.69223014354067,3.7563278846153847,-1.9359022589252857,-0.1283813999904383,76958.0,0.8432806789731758,0.1283813999904383
feature_588,1462,104,0.005259507523939808,0.005618269230769231,0.0003587617068294231,0.12826138525670028,83909.5,0.07675147590049278,0.12826138525670028
feature_441,1462,104,0.8004476744186046,0.8250413461538462,0.024593671735241518,0.12686055622174303,79540.5,0.43006858768820777,0.12686055622174303
feature_485,1439,104,202.92620903405142,176.0055971153846,-26.920611918666822,-0.12578643467062112,69715.0,0.24358925800330267,0.12578643467062112
feature_137,1457,103,122.27824296499658,128.55922330097087,6.2809803359742915,0.1254044225786895,81902.5,0.12016266035762194,0.1254044225786895
feature_93,1461,104,-0.0005655030800821356,-0.00018942307692307694,0.0003760800031590586,0.12469183103636483,80361.0,0.3243064667837837,0.12469183103636483
feature_410,1457,103,4.9126717227179135,5.165185436893204,0.2525137141752909,0.1238222371475385,81825.0,0.12440363130482265,0.1238222371475385
feature_424,1460,104,3.3540477397260275,2.773875961538462,-0.5801717781875655,-0.12381738157071027,75417.5,0.9101819141048105,0.12381738157071027
feature_8,1461,104,1.4623094455852155,1.4706192307692305,0.00830978518401504,0.12270377243996021,80912.5,0.26726654516904014,0.12270377243996021
feature_418,1461,104,322.5749663928816,287.7276673076923,-34.84729908518932,-0.1222295360881009,70602.5,0.21967210021251882,0.1222295360881009
feature_151,1460,104,14.232823287671232,11.444384615384614,-2.7884386722866186,-0.12186331657875749,75702.5,0.9611073013272047,0.12186331657875749
feature_207,1457,104,20.210871654083732,22.692019230769233,2.481147576685501,0.1215988782443421,83685.0,0.07451596845349456,0.1215988782443421
feature_335,1457,104,3.3736224433768016,4.173675,0.8000525566231986,0.12096371310562079,79579.5,0.39033500178170066,0.12096371310562079
feature_499,1461,104,265.7990736481862,226.6257798076923,-39.1732938404939,-0.12058711895377504,70317.5,0.16559511906309732,0.12058711895377504
feature_332,1456,104,2.5411085164835168,3.3267490384615384,0.7856405219780216,0.12043836456985269,77498.5,0.687379230530643,0.12043836456985269
feature_25,1462,103,1.2055668946648426,1.1794000000000002,-0.026166894664842344,-0.12035860502043544,74392.5,0.8391166095742038,0.12035860502043544
feature_334,1457,104,0.16648064516129032,0.1947471153846154,0.02826647022332507,0.1202326736642447,80006.5,0.33949851790041474,0.1202326736642447
feature_331,1460,103,0.08264486301369862,0.09155242718446603,0.008907564170767407,0.11962052742488383,81494.0,0.15448762384446135,0.11962052742488383
feature_470,1457,104,5.316851750171586,6.080841346153846,0.7639895959822605,0.1190624727178027,79858.5,0.3566165165875649,0.1190624727178027
feature_521,1463,104,10.600730006835269,25.8089125,15.208182493164733,0.11902542005486401,77329.0,0.15842273357390224,0.11902542005486401
feature_198,1457,104,0.5516643788606727,0.6371346153846154,0.0854702365239427,0.1180450706374781,80068.5,0.3324860675654707,0.1180450706374781
feature_343,1457,104,6.154236238846946,6.818742307692308,0.6645060688453626,0.11691521958099949,83219.5,0.09322693715117907,0.11691521958099949
feature_47,1462,104,1.1765340629274965,1.197976923076923,0.021442860149426535,0.11602423057749679,80836.0,0.2802278955626004,0.11602423057749679
feature_339,1457,104,9.280361839396019,10.009767307692307,0.7294054682962887,0.11592364442897264,82428.0,0.1335116994795071,0.11592364442897264
feature_101,1457,104,-5.765271105010297e-06,-2.7884615384615386e-05,-2.211934427960509e-05,-0.11547913495624106,70187.0,0.1995009497836696,0.11547913495624106
feature_286,1460,104,4.315229657534247,3.484928846153846,-0.8303008113804009,-0.1154130922086636,76471.0,0.9015464997127624,0.1154130922086636
feature_106,1457,104,0.0005625257378174332,0.0002173076923076923,-0.00034521804550974083,-0.11531226944002296,71704.5,0.3606482358839527,0.11531226944002296
feature_195,1460,103,0.28318698630136985,0.3423300970873786,0.05914311078600876,0.11477124009084808,83390.0,0.0639991244373103,0.11477124009084808
feature_80,1439,104,-0.018120708825573314,-0.02420480769230769,-0.006084098866734375,-0.1141205513229193,71492.5,0.4472517217978055,0.1141205513229193
feature_467,1460,103,6.167931506849316,7.445026213592232,1.2770947067429166,0.11304906673785002,82860.0,0.0832029308599972,0.11304906673785002
feature_363,1413,103,332.2118511677283,348.5162077669903,16.304356599262007,0.11259418458103267,77376.0,0.2829027163846133,0.11259418458103267
feature_104,1461,104,-5.817932922655711e-06,-0.00013846153846153847,-0.00013264360553888276,-0.11234742283315252,78701.0,0.5395686514286648,0.11234742283315252
feature_359,1463,104,0.019777033492822966,0.020724999999999997,0.000947966507177031,0.11188958743334156,78600.5,0.5713362494294296,0.11188958743334156
feature_288,1460,104,0.003903904109589041,0.004200961538461538,0.00029705742887249685,0.1111902700379183,83394.0,0.09299408418698527,0.1111902700379183
feature_3,1449,104,1399.290291994479,1355.7814346153848,-43.50885737909425,-0.10925453633095246,74176.0,0.790862296507587,0.10925453633095246
feature_135,1458,104,118.38203017832647,112.0576923076923,-6.324337870634167,-0.10806490671027631,66904.5,0.04492831969224177,0.10806490671027631
feature_88,1463,104,1807.4316734791526,1813.2076903846153,5.776016905462711,0.1075485517456459,80755.5,0.2940038724581303,0.1075485517456459
feature_408,1458,104,5.359734293552813,5.077336538461538,-0.2823977550912744,-0.10736395150894713,67088.0,0.049548129066564514,0.10736395150894713
