feature,missing_rate
feature_7,0.00574345883854499
feature_416,0.00574345883854499
feature_394,0.00574345883854499
feature_537,0.00574345883854499
feature_536,0.00574345883854499
feature_535,0.00574345883854499
feature_538,0.00574345883854499
feature_262,0.00574345883854499
feature_263,0.00574345883854499
feature_264,0.00574345883854499
feature_278,0.00574345883854499
feature_266,0.00574345883854499
feature_256,0.00574345883854499
feature_257,0.00574345883854499
feature_258,0.00574345883854499
feature_259,0.00574345883854499
feature_260,0.00574345883854499
feature_261,0.00574345883854499
feature_265,0.00574345883854499
feature_131,0.00574345883854499
feature_528,0.00574345883854499
feature_530,0.00574345883854499
feature_529,0.00574345883854499
feature_532,0.00574345883854499
feature_533,0.00574345883854499
feature_122,0.00574345883854499
feature_531,0.00574345883854499
feature_123,0.00574345883854499
feature_124,0.00574345883854499
feature_126,0.00574345883854499
feature_125,0.00574345883854499
feature_127,0.00574345883854499
feature_128,0.00574345883854499
feature_129,0.00574345883854499
feature_130,0.00574345883854499
feature_134,0.005105296745373325
feature_133,0.005105296745373325
feature_132,0.005105296745373325
feature_405,0.005105296745373325
feature_407,0.005105296745373325
feature_267,0.005105296745373325
feature_406,0.005105296745373325
feature_541,0.005105296745373325
feature_539,0.005105296745373325
feature_540,0.005105296745373325
feature_269,0.005105296745373325
feature_268,0.005105296745373325
feature_65,0.004467134652201659
feature_472,0.004467134652201659
feature_1,0.004467134652201659
feature_202,0.004467134652201659
feature_196,0.004467134652201659
feature_201,0.004467134652201659
feature_200,0.004467134652201659
feature_137,0.004467134652201659
feature_272,0.004467134652201659
feature_332,0.004467134652201659
feature_336,0.004467134652201659
feature_337,0.004467134652201659
feature_59,0.004467134652201659
feature_64,0.004467134652201659
feature_338,0.004467134652201659
feature_468,0.004467134652201659
feature_63,0.004467134652201659
feature_410,0.004467134652201659
feature_474,0.004467134652201659
feature_473,0.004467134652201659
feature_136,0.0038289725590299937
feature_0,0.0038289725590299937
feature_209,0.0038289725590299937
feature_102,0.0038289725590299937
feature_512,0.0038289725590299937
feature_204,0.0038289725590299937
feature_203,0.0038289725590299937
feature_97,0.0038289725590299937
feature_106,0.0038289725590299937
feature_243,0.0038289725590299937
feature_498,0.0038289725590299937
feature_242,0.0038289725590299937
feature_91,0.0038289725590299937
feature_108,0.0038289725590299937
feature_107,0.0038289725590299937
feature_94,0.0038289725590299937
feature_68,0.0038289725590299937
feature_374,0.0038289725590299937
feature_375,0.0038289725590299937
feature_105,0.0038289725590299937
feature_364,0.0038289725590299937
feature_381,0.0038289725590299937
feature_380,0.0038289725590299937
feature_379,0.0038289725590299937
feature_378,0.0038289725590299937
feature_367,0.0038289725590299937
feature_96,0.0038289725590299937
feature_95,0.0038289725590299937
feature_199,0.0038289725590299937
feature_198,0.0038289725590299937
feature_229,0.0038289725590299937
feature_226,0.0038289725590299937
feature_206,0.0038289725590299937
feature_207,0.0038289725590299937
feature_208,0.0038289725590299937
feature_205,0.0038289725590299937
feature_508,0.0038289725590299937
feature_507,0.0038289725590299937
feature_506,0.0038289725590299937
feature_505,0.0038289725590299937
feature_504,0.0038289725590299937
feature_503,0.0038289725590299937
feature_502,0.0038289725590299937
feature_197,0.0038289725590299937
feature_241,0.0038289725590299937
feature_240,0.0038289725590299937
feature_373,0.0038289725590299937
feature_372,0.0038289725590299937
feature_370,0.0038289725590299937
feature_371,0.0038289725590299937
feature_369,0.0038289725590299937
feature_69,0.0038289725590299937
feature_501,0.0038289725590299937
feature_368,0.0038289725590299937
feature_67,0.0038289725590299937
feature_236,0.0038289725590299937
feature_237,0.0038289725590299937
feature_509,0.0038289725590299937
feature_99,0.0038289725590299937
feature_98,0.0038289725590299937
feature_230,0.0038289725590299937
feature_231,0.0038289725590299937
feature_232,0.0038289725590299937
feature_100,0.0038289725590299937
feature_101,0.0038289725590299937
feature_70,0.0038289725590299937
feature_71,0.0038289725590299937
feature_74,0.0038289725590299937
feature_335,0.0038289725590299937
feature_334,0.0038289725590299937
feature_333,0.0038289725590299937
feature_347,0.0038289725590299937
feature_343,0.0038289725590299937
feature_344,0.0038289725590299937
feature_515,0.0038289725590299937
feature_514,0.0038289725590299937
feature_342,0.0038289725590299937
feature_513,0.0038289725590299937
feature_271,0.0038289725590299937
feature_233,0.0038289725590299937
feature_234,0.0038289725590299937
feature_235,0.0038289725590299937
feature_479,0.0038289725590299937
feature_480,0.0038289725590299937
feature_60,0.0038289725590299937
feature_471,0.0038289725590299937
feature_470,0.0038289725590299937
feature_469,0.0038289725590299937
feature_340,0.0038289725590299937
feature_341,0.0038289725590299937
feature_481,0.0038289725590299937
feature_339,0.0038289725590299937
feature_478,0.0038289725590299937
feature_66,0.0038289725590299937
feature_62,0.0038289725590299937
feature_61,0.0038289725590299937
feature_477,0.0038289725590299937
feature_476,0.0038289725590299937
feature_475,0.0038289725590299937
feature_409,0.0038289725590299937
feature_408,0.003190810465858328
feature_135,0.003190810465858328
feature_270,0.003190810465858328
feature_55,0.0025526483726866626
feature_467,0.0025526483726866626
feature_53,0.0025526483726866626
feature_465,0.0025526483726866626
feature_326,0.0025526483726866626
feature_328,0.0025526483726866626
feature_192,0.0025526483726866626
feature_190,0.0025526483726866626
feature_193,0.0025526483726866626
feature_462,0.0025526483726866626
feature_464,0.0025526483726866626
feature_54,0.0025526483726866626
feature_56,0.0025526483726866626
feature_58,0.0025526483726866626
feature_57,0.0025526483726866626
feature_327,0.0025526483726866626
feature_330,0.0025526483726866626
feature_329,0.0025526483726866626
feature_331,0.0025526483726866626
feature_466,0.0025526483726866626
feature_191,0.0025526483726866626
feature_194,0.0025526483726866626
feature_195,0.0025526483726866626
feature_463,0.0025526483726866626
feature_423,0.0019144862795149968
feature_286,0.0019144862795149968
feature_422,0.0019144862795149968
feature_18,0.0019144862795149968
feature_285,0.0019144862795149968
feature_15,0.0019144862795149968
feature_153,0.0019144862795149968
feature_150,0.0019144862795149968
feature_152,0.0019144862795149968
feature_289,0.0019144862795149968
feature_151,0.0019144862795149968
feature_154,0.0019144862795149968
feature_288,0.0019144862795149968
feature_17,0.0019144862795149968
feature_287,0.0019144862795149968
feature_284,0.0019144862795149968
feature_149,0.0019144862795149968
feature_425,0.0019144862795149968
feature_14,0.0019144862795149968
feature_426,0.0019144862795149968
feature_13,0.0019144862795149968
feature_424,0.0019144862795149968
feature_16,0.0019144862795149968
feature_427,0.0019144862795149968
feature_22,0.0012763241863433313
feature_21,0.0012763241863433313
feature_27,0.0012763241863433313
feature_279,0.0012763241863433313
feature_23,0.0012763241863433313
feature_436,0.0012763241863433313
feature_435,0.0012763241863433313
feature_434,0.0012763241863433313
feature_433,0.0012763241863433313
feature_419,0.0012763241863433313
feature_418,0.0012763241863433313
feature_417,0.0012763241863433313
feature_31,0.0012763241863433313
feature_30,0.0012763241863433313
feature_29,0.0012763241863433313
feature_28,0.0012763241863433313
feature_24,0.0012763241863433313
feature_25,0.0012763241863433313
feature_26,0.0012763241863433313
feature_437,0.0012763241863433313
feature_167,0.0012763241863433313
feature_166,0.0012763241863433313
feature_169,0.0012763241863433313
feature_168,0.0012763241863433313
feature_160,0.0012763241863433313
feature_161,0.0012763241863433313
feature_159,0.0012763241863433313
feature_302,0.0012763241863433313
feature_298,0.0012763241863433313
feature_299,0.0012763241863433313
feature_300,0.0012763241863433313
feature_301,0.0012763241863433313
feature_294,0.0012763241863433313
feature_295,0.0012763241863433313
feature_296,0.0012763241863433313
feature_297,0.0012763241863433313
feature_304,0.0012763241863433313
feature_303,0.0012763241863433313
feature_543,0.0012763241863433313
feature_542,0.0012763241863433313
feature_500,0.0012763241863433313
feature_499,0.0012763241863433313
feature_93,0.0012763241863433313
feature_92,0.0012763241863433313
feature_281,0.0012763241863433313
feature_282,0.0012763241863433313
feature_283,0.0012763241863433313
feature_238,0.0012763241863433313
feature_280,0.0012763241863433313
feature_239,0.0012763241863433313
feature_545,0.0012763241863433313
feature_544,0.0012763241863433313
feature_439,0.0012763241863433313
feature_440,0.0012763241863433313
feature_376,0.0012763241863433313
feature_377,0.0012763241863433313
feature_365,0.0012763241863433313
feature_366,0.0012763241863433313
feature_227,0.0012763241863433313
feature_228,0.0012763241863433313
feature_510,0.0012763241863433313
feature_511,0.0012763241863433313
feature_103,0.0012763241863433313
feature_104,0.0012763241863433313
feature_438,0.0012763241863433313
feature_430,0.0012763241863433313
feature_432,0.0012763241863433313
feature_431,0.0012763241863433313
feature_144,0.0012763241863433313
feature_145,0.0012763241863433313
feature_146,0.0012763241863433313
feature_147,0.0012763241863433313
feature_148,0.0012763241863433313
feature_163,0.0012763241863433313
feature_164,0.0012763241863433313
feature_165,0.0012763241863433313
feature_420,0.0012763241863433313
feature_421,0.0012763241863433313
feature_162,0.0012763241863433313
feature_12,0.0012763241863433313
feature_10,0.0012763241863433313
feature_11,0.0012763241863433313
feature_8,0.0012763241863433313
feature_9,0.0012763241863433313
feature_443,0.0006381620931716656
feature_441,0.0006381620931716656
feature_442,0.0006381620931716656
feature_457,0.0006381620931716656
feature_458,0.0006381620931716656
feature_459,0.0006381620931716656
feature_460,0.0006381620931716656
feature_356,0.0006381620931716656
feature_453,0.0006381620931716656
feature_452,0.0006381620931716656
feature_451,0.0006381620931716656
feature_448,0.0006381620931716656
feature_447,0.0006381620931716656
feature_446,0.0006381620931716656
feature_445,0.0006381620931716656
feature_444,0.0006381620931716656
feature_582,0.0006381620931716656
feature_583,0.0006381620931716656
feature_36,0.0006381620931716656
feature_37,0.0006381620931716656
feature_558,0.0006381620931716656
feature_559,0.0006381620931716656
feature_560,0.0006381620931716656
feature_561,0.0006381620931716656
feature_586,0.0006381620931716656
feature_587,0.0006381620931716656
feature_584,0.0006381620931716656
feature_585,0.0006381620931716656
feature_588,0.0006381620931716656
feature_456,0.0006381620931716656
feature_455,0.0006381620931716656
feature_454,0.0006381620931716656
feature_310,0.0006381620931716656
feature_311,0.0006381620931716656
feature_312,0.0006381620931716656
feature_315,0.0006381620931716656
feature_316,0.0006381620931716656
feature_317,0.0006381620931716656
feature_318,0.0006381620931716656
feature_461,0.0006381620931716656
feature_319,0.0006381620931716656
feature_305,0.0006381620931716656
feature_325,0.0006381620931716656
feature_324,0.0006381620931716656
feature_323,0.0006381620931716656
feature_322,0.0006381620931716656
feature_321,0.0006381620931716656
feature_320,0.0006381620931716656
feature_182,0.0006381620931716656
feature_184,0.0006381620931716656
feature_309,0.0006381620931716656
feature_183,0.0006381620931716656
feature_186,0.0006381620931716656
feature_185,0.0006381620931716656
feature_218,0.0006381620931716656
feature_306,0.0006381620931716656
feature_307,0.0006381620931716656
feature_308,0.0006381620931716656
feature_490,0.0006381620931716656
feature_50,0.0006381620931716656
feature_51,0.0006381620931716656
feature_52,0.0006381620931716656
feature_32,0.0006381620931716656
feature_33,0.0006381620931716656
feature_34,0.0006381620931716656
feature_35,0.0006381620931716656
feature_181,0.0006381620931716656
feature_180,0.0006381620931716656
feature_179,0.0006381620931716656
feature_177,0.0006381620931716656
feature_176,0.0006381620931716656
feature_175,0.0006381620931716656
feature_174,0.0006381620931716656
feature_173,0.0006381620931716656
feature_172,0.0006381620931716656
feature_171,0.0006381620931716656
feature_170,0.0006381620931716656
feature_189,0.0006381620931716656
feature_188,0.0006381620931716656
feature_187,0.0006381620931716656
feature_46,0.0006381620931716656
feature_45,0.0006381620931716656
feature_44,0.0006381620931716656
feature_43,0.0006381620931716656
feature_42,0.0006381620931716656
feature_49,0.0006381620931716656
feature_48,0.0006381620931716656
feature_47,0.0006381620931716656
feature_39,0.0006381620931716656
feature_589,0.0006381620931716656
feature_38,0.0006381620931716656
feature_83,0.0006381620931716656
feature_20,0.0
feature_571,0.0
feature_570,0.0
feature_573,0.0
feature_393,0.0
feature_429,0.0
feature_390,0.0
feature_392,0.0
feature_577,0.0
feature_574,0.0
feature_575,0.0
feature_576,0.0
feature_572,0.0
feature_387,0.0
feature_359,0.0
feature_360,0.0
feature_388,0.0
feature_361,0.0
feature_386,0.0
feature_389,0.0
feature_222,0.0
feature_221,0.0
feature_223,0.0
feature_252,0.0
feature_255,0.0
feature_493,0.0
feature_494,0.0
feature_495,0.0
feature_254,0.0
feature_249,0.0
feature_250,0.0
feature_291,0.0
feature_248,0.0
feature_251,0.0
feature_88,0.0
feature_87,0.0
feature_119,0.0
feature_156,0.0
feature_86,0.0
feature_117,0.0
feature_116,0.0
feature_115,0.0
feature_114,0.0
feature_113,0.0
feature_527,0.0
feature_526,0.0
feature_524,0.0
feature_523,0.0
feature_522,0.0
feature_521,0.0
feature_520,0.0
feature_120,0.0
